enquete,annee,region,pcode_region_enquete,cartographiable,indicateur_id,precision_source,valeur,ic_bas,ic_haut,denominateur_pondere,denominateur_brut
EMMUS 2016,2016,Aire métropolitaine,412001,oui,ED_MDIA_M_N3M,,4.1,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,ED_MDIA_M_N3M,,19.8,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,ED_MDIA_M_N3M,,21.0,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,ED_MDIA_M_N3M,,18.3,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_N3M,,17.8,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,ED_MDIA_M_N3M,,17.1,,,285,600
EMMUS 2016,2016,Nord,412004,oui,ED_MDIA_M_N3M,,17.7,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,ED_MDIA_M_N3M,,12.6,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,ED_MDIA_M_N3M,,19.1,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,ED_MDIA_M_N3M,,18.2,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,ED_MDIA_M_N3M,,19.2,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,ED_MDIA_M_N3M,,23.2,,,441,597
EMMUS 2000,2000,Aire métropolitaine,412001,oui,ED_MDIA_M_NUM,,742.0,,,,374
EMMUS 2000,2000,Artibonite,412006,oui,ED_MDIA_M_NUM,,473.0,,,,242
EMMUS 2000,2000,Centre,412007,oui,ED_MDIA_M_NUM,,191.0,,,,192
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NUM,,185.0,,,,313
EMMUS 2000,2000,Nord,412004,oui,ED_MDIA_M_NUM,,241.0,,,,347
EMMUS 2000,2000,Nord-Est,412005,oui,ED_MDIA_M_NUM,,91.0,,,,236
EMMUS 2000,2000,Nord-Ouest,412012,oui,ED_MDIA_M_NUM,,120.0,,,,240
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,ED_MDIA_M_NUM,,418.0,,,,338
EMMUS 2000,2000,Sud,412008,oui,ED_MDIA_M_NUM,,206.0,,,,293
EMMUS 2000,2000,Sud-Est,412003,oui,ED_MDIA_M_NUM,,141.0,,,,246
EMMUS 2006,2006,Aire métropolitaine,412001,oui,ED_MDIA_M_NUM,,1016.0,,,,616
EMMUS 2006,2006,Artibonite,412006,oui,ED_MDIA_M_NUM,,754.0,,,,415
EMMUS 2006,2006,Centre,412007,oui,ED_MDIA_M_NUM,,331.0,,,,358
EMMUS 2006,2006,Grand'Anse,412010,oui,ED_MDIA_M_NUM,,179.0,,,,396
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NUM,,287.0,,,,720
EMMUS 2006,2006,Nippes,412011,oui,ED_MDIA_M_NUM,,109.0,,,,324
EMMUS 2006,2006,Nord,412004,oui,ED_MDIA_M_NUM,,385.0,,,,371
EMMUS 2006,2006,Nord-Est,412005,oui,ED_MDIA_M_NUM,,146.0,,,,382
EMMUS 2006,2006,Nord-Ouest,412012,oui,ED_MDIA_M_NUM,,233.0,,,,378
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,ED_MDIA_M_NUM,,758.0,,,,416
EMMUS 2006,2006,Sud,412008,oui,ED_MDIA_M_NUM,,299.0,,,,384
EMMUS 2006,2006,Sud-Est,412003,oui,ED_MDIA_M_NUM,,227.0,,,,346
EMMUS 2012,2012,Aire métropolitaine,412001,oui,ED_MDIA_M_NUM,,2108.0,,,,1264
EMMUS 2012,2012,Artibonite,412006,oui,ED_MDIA_M_NUM,,1306.0,,,,713
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,ED_MDIA_M_NUM,,325.0,,,,683
EMMUS 2012,2012,Centre,412007,oui,ED_MDIA_M_NUM,,501.0,,,,626
EMMUS 2012,2012,Grand'Anse,412010,oui,ED_MDIA_M_NUM,,322.0,,,,630
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NUM,,598.0,,,,1201
EMMUS 2012,2012,Nippes,412011,oui,ED_MDIA_M_NUM,,276.0,,,,571
EMMUS 2012,2012,Nord,412004,oui,ED_MDIA_M_NUM,,809.0,,,,766
EMMUS 2012,2012,Nord-Est,412005,oui,ED_MDIA_M_NUM,,277.0,,,,586
EMMUS 2012,2012,Nord-Ouest,412012,oui,ED_MDIA_M_NUM,,381.0,,,,645
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,ED_MDIA_M_NUM,,1142.0,,,,651
EMMUS 2012,2012,Sud,412008,oui,ED_MDIA_M_NUM,,608.0,,,,675
EMMUS 2012,2012,Sud-Est,412003,oui,ED_MDIA_M_NUM,,380.0,,,,566
EMMUS 2016,2016,Aire métropolitaine,412001,oui,ED_MDIA_M_NUM,,2055.0,,,,1109
EMMUS 2016,2016,Artibonite,412006,oui,ED_MDIA_M_NUM,,1119.0,,,,895
EMMUS 2016,2016,Centre,412007,oui,ED_MDIA_M_NUM,,536.0,,,,616
EMMUS 2016,2016,Grand'Anse,412010,oui,ED_MDIA_M_NUM,,379.0,,,,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NUM,,664.0,,,,1280
EMMUS 2016,2016,Nippes,412011,oui,ED_MDIA_M_NUM,,285.0,,,,600
EMMUS 2016,2016,Nord,412004,oui,ED_MDIA_M_NUM,,821.0,,,,727
EMMUS 2016,2016,Nord-Est,412005,oui,ED_MDIA_M_NUM,,286.0,,,,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,ED_MDIA_M_NUM,,421.0,,,,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,ED_MDIA_M_NUM,,1224.0,,,,720
EMMUS 2016,2016,Sud,412008,oui,ED_MDIA_M_NUM,,616.0,,,,723
EMMUS 2016,2016,Sud-Est,412003,oui,ED_MDIA_M_NUM,,441.0,,,,597
EMMUS 2000,2000,Aire métropolitaine,412001,oui,ED_MDIA_M_NWS,,53.5,,,742,374
EMMUS 2000,2000,Artibonite,412006,oui,ED_MDIA_M_NWS,,19.0,,,473,242
EMMUS 2000,2000,Centre,412007,oui,ED_MDIA_M_NWS,,17.0,,,191,192
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NWS,,30.9,,,185,313
EMMUS 2000,2000,Nord,412004,oui,ED_MDIA_M_NWS,,17.4,,,241,347
EMMUS 2000,2000,Nord-Est,412005,oui,ED_MDIA_M_NWS,,36.8,,,91,236
EMMUS 2000,2000,Nord-Ouest,412012,oui,ED_MDIA_M_NWS,,28.5,,,120,240
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,ED_MDIA_M_NWS,,31.5,,,418,338
EMMUS 2000,2000,Sud,412008,oui,ED_MDIA_M_NWS,,24.0,,,206,293
EMMUS 2000,2000,Sud-Est,412003,oui,ED_MDIA_M_NWS,,17.8,,,141,246
EMMUS 2006,2006,Aire métropolitaine,412001,oui,ED_MDIA_M_NWS,,44.8,,,1016,616
EMMUS 2006,2006,Artibonite,412006,oui,ED_MDIA_M_NWS,,25.8,,,754,415
EMMUS 2006,2006,Centre,412007,oui,ED_MDIA_M_NWS,,14.2,,,331,358
EMMUS 2006,2006,Grand'Anse,412010,oui,ED_MDIA_M_NWS,,14.7,,,179,396
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NWS,,13.4,,,287,720
EMMUS 2006,2006,Nippes,412011,oui,ED_MDIA_M_NWS,,11.3,,,109,324
EMMUS 2006,2006,Nord,412004,oui,ED_MDIA_M_NWS,,18.1,,,385,371
EMMUS 2006,2006,Nord-Est,412005,oui,ED_MDIA_M_NWS,,17.3,,,146,382
EMMUS 2006,2006,Nord-Ouest,412012,oui,ED_MDIA_M_NWS,,18.8,,,233,378
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,ED_MDIA_M_NWS,,17.2,,,758,416
EMMUS 2006,2006,Sud,412008,oui,ED_MDIA_M_NWS,,9.7,,,299,384
EMMUS 2006,2006,Sud-Est,412003,oui,ED_MDIA_M_NWS,,10.4,,,227,346
EMMUS 2012,2012,Aire métropolitaine,412001,oui,ED_MDIA_M_NWS,,31.5,,,2108,1264
EMMUS 2012,2012,Artibonite,412006,oui,ED_MDIA_M_NWS,,17.4,,,1306,713
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,ED_MDIA_M_NWS,,24.3,,,325,683
EMMUS 2012,2012,Centre,412007,oui,ED_MDIA_M_NWS,,18.9,,,501,626
EMMUS 2012,2012,Grand'Anse,412010,oui,ED_MDIA_M_NWS,,8.3,,,322,630
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NWS,,11.1,,,598,1201
EMMUS 2012,2012,Nippes,412011,oui,ED_MDIA_M_NWS,,14.3,,,276,571
EMMUS 2012,2012,Nord,412004,oui,ED_MDIA_M_NWS,,22.2,,,809,766
EMMUS 2012,2012,Nord-Est,412005,oui,ED_MDIA_M_NWS,,23.1,,,277,586
EMMUS 2012,2012,Nord-Ouest,412012,oui,ED_MDIA_M_NWS,,17.3,,,381,645
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,ED_MDIA_M_NWS,,14.1,,,1142,651
EMMUS 2012,2012,Sud,412008,oui,ED_MDIA_M_NWS,,17.2,,,608,675
EMMUS 2012,2012,Sud-Est,412003,oui,ED_MDIA_M_NWS,,16.9,,,380,566
EMMUS 2016,2016,Aire métropolitaine,412001,oui,ED_MDIA_M_NWS,,33.7,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,ED_MDIA_M_NWS,,20.3,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,ED_MDIA_M_NWS,,19.8,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,ED_MDIA_M_NWS,,19.9,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_NWS,,17.5,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,ED_MDIA_M_NWS,,14.2,,,285,600
EMMUS 2016,2016,Nord,412004,oui,ED_MDIA_M_NWS,,17.5,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,ED_MDIA_M_NWS,,21.7,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,ED_MDIA_M_NWS,,15.9,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,ED_MDIA_M_NWS,,23.2,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,ED_MDIA_M_NWS,,20.0,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,ED_MDIA_M_NWS,,14.2,,,441,597
EMMUS 2000,2000,Aire métropolitaine,412001,oui,ED_MDIA_M_RDO,,93.7,,,742,374
EMMUS 2000,2000,Artibonite,412006,oui,ED_MDIA_M_RDO,,65.0,,,473,242
EMMUS 2000,2000,Centre,412007,oui,ED_MDIA_M_RDO,,51.6,,,191,192
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_RDO,,44.3,,,185,313
EMMUS 2000,2000,Nord,412004,oui,ED_MDIA_M_RDO,,59.5,,,241,347
EMMUS 2000,2000,Nord-Est,412005,oui,ED_MDIA_M_RDO,,69.8,,,91,236
EMMUS 2000,2000,Nord-Ouest,412012,oui,ED_MDIA_M_RDO,,76.9,,,120,240
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,ED_MDIA_M_RDO,,62.7,,,418,338
EMMUS 2000,2000,Sud,412008,oui,ED_MDIA_M_RDO,,60.9,,,206,293
EMMUS 2000,2000,Sud-Est,412003,oui,ED_MDIA_M_RDO,,64.7,,,141,246
EMMUS 2006,2006,Aire métropolitaine,412001,oui,ED_MDIA_M_RDO,,95.4,,,1016,616
EMMUS 2006,2006,Artibonite,412006,oui,ED_MDIA_M_RDO,,81.3,,,754,415
EMMUS 2006,2006,Centre,412007,oui,ED_MDIA_M_RDO,,77.3,,,331,358
EMMUS 2006,2006,Grand'Anse,412010,oui,ED_MDIA_M_RDO,,81.6,,,179,396
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_RDO,,82.6,,,287,720
EMMUS 2006,2006,Nippes,412011,oui,ED_MDIA_M_RDO,,84.2,,,109,324
EMMUS 2006,2006,Nord,412004,oui,ED_MDIA_M_RDO,,91.3,,,385,371
EMMUS 2006,2006,Nord-Est,412005,oui,ED_MDIA_M_RDO,,87.4,,,146,382
EMMUS 2006,2006,Nord-Ouest,412012,oui,ED_MDIA_M_RDO,,80.4,,,233,378
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,ED_MDIA_M_RDO,,89.2,,,758,416
EMMUS 2006,2006,Sud,412008,oui,ED_MDIA_M_RDO,,86.3,,,299,384
EMMUS 2006,2006,Sud-Est,412003,oui,ED_MDIA_M_RDO,,85.2,,,227,346
EMMUS 2012,2012,Aire métropolitaine,412001,oui,ED_MDIA_M_RDO,,92.7,,,2108,1264
EMMUS 2012,2012,Artibonite,412006,oui,ED_MDIA_M_RDO,,81.2,,,1306,713
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,ED_MDIA_M_RDO,,80.7,,,325,683
EMMUS 2012,2012,Centre,412007,oui,ED_MDIA_M_RDO,,79.5,,,501,626
EMMUS 2012,2012,Grand'Anse,412010,oui,ED_MDIA_M_RDO,,62.1,,,322,630
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_RDO,,70.7,,,598,1201
EMMUS 2012,2012,Nippes,412011,oui,ED_MDIA_M_RDO,,80.7,,,276,571
EMMUS 2012,2012,Nord,412004,oui,ED_MDIA_M_RDO,,83.7,,,809,766
EMMUS 2012,2012,Nord-Est,412005,oui,ED_MDIA_M_RDO,,78.3,,,277,586
EMMUS 2012,2012,Nord-Ouest,412012,oui,ED_MDIA_M_RDO,,73.2,,,381,645
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,ED_MDIA_M_RDO,,83.0,,,1142,651
EMMUS 2012,2012,Sud,412008,oui,ED_MDIA_M_RDO,,74.8,,,608,675
EMMUS 2012,2012,Sud-Est,412003,oui,ED_MDIA_M_RDO,,83.8,,,380,566
EMMUS 2016,2016,Aire métropolitaine,412001,oui,ED_MDIA_M_RDO,,90.2,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,ED_MDIA_M_RDO,,77.4,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,ED_MDIA_M_RDO,,73.8,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,ED_MDIA_M_RDO,,78.6,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_RDO,,79.8,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,ED_MDIA_M_RDO,,81.3,,,285,600
EMMUS 2016,2016,Nord,412004,oui,ED_MDIA_M_RDO,,79.1,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,ED_MDIA_M_RDO,,85.3,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,ED_MDIA_M_RDO,,76.6,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,ED_MDIA_M_RDO,,77.4,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,ED_MDIA_M_RDO,,76.2,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,ED_MDIA_M_RDO,,74.6,,,441,597
EMMUS 2000,2000,Aire métropolitaine,412001,oui,ED_MDIA_M_TLV,,75.7,,,742,374
EMMUS 2000,2000,Artibonite,412006,oui,ED_MDIA_M_TLV,,10.5,,,473,242
EMMUS 2000,2000,Centre,412007,oui,ED_MDIA_M_TLV,,14.5,,,191,192
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_TLV,,4.1,,,185,313
EMMUS 2000,2000,Nord,412004,oui,ED_MDIA_M_TLV,,18.0,,,241,347
EMMUS 2000,2000,Nord-Est,412005,oui,ED_MDIA_M_TLV,,16.3,,,91,236
EMMUS 2000,2000,Nord-Ouest,412012,oui,ED_MDIA_M_TLV,,13.3,,,120,240
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,ED_MDIA_M_TLV,,22.7,,,418,338
EMMUS 2000,2000,Sud,412008,oui,ED_MDIA_M_TLV,,17.5,,,206,293
EMMUS 2000,2000,Sud-Est,412003,oui,ED_MDIA_M_TLV,,5.3,,,141,246
EMMUS 2006,2006,Aire métropolitaine,412001,oui,ED_MDIA_M_TLV,,76.2,,,1016,616
EMMUS 2006,2006,Artibonite,412006,oui,ED_MDIA_M_TLV,,16.2,,,754,415
EMMUS 2006,2006,Centre,412007,oui,ED_MDIA_M_TLV,,6.3,,,331,358
EMMUS 2006,2006,Grand'Anse,412010,oui,ED_MDIA_M_TLV,,13.8,,,179,396
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_TLV,,10.6,,,287,720
EMMUS 2006,2006,Nippes,412011,oui,ED_MDIA_M_TLV,,5.5,,,109,324
EMMUS 2006,2006,Nord,412004,oui,ED_MDIA_M_TLV,,17.8,,,385,371
EMMUS 2006,2006,Nord-Est,412005,oui,ED_MDIA_M_TLV,,9.7,,,146,382
EMMUS 2006,2006,Nord-Ouest,412012,oui,ED_MDIA_M_TLV,,18.4,,,233,378
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,ED_MDIA_M_TLV,,29.4,,,758,416
EMMUS 2006,2006,Sud,412008,oui,ED_MDIA_M_TLV,,21.3,,,299,384
EMMUS 2006,2006,Sud-Est,412003,oui,ED_MDIA_M_TLV,,14.1,,,227,346
EMMUS 2012,2012,Aire métropolitaine,412001,oui,ED_MDIA_M_TLV,,79.7,,,2108,1264
EMMUS 2012,2012,Artibonite,412006,oui,ED_MDIA_M_TLV,,33.0,,,1306,713
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,ED_MDIA_M_TLV,,57.4,,,325,683
EMMUS 2012,2012,Centre,412007,oui,ED_MDIA_M_TLV,,13.8,,,501,626
EMMUS 2012,2012,Grand'Anse,412010,oui,ED_MDIA_M_TLV,,10.8,,,322,630
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_TLV,,14.2,,,598,1201
EMMUS 2012,2012,Nippes,412011,oui,ED_MDIA_M_TLV,,18.1,,,276,571
EMMUS 2012,2012,Nord,412004,oui,ED_MDIA_M_TLV,,39.3,,,809,766
EMMUS 2012,2012,Nord-Est,412005,oui,ED_MDIA_M_TLV,,25.1,,,277,586
EMMUS 2012,2012,Nord-Ouest,412012,oui,ED_MDIA_M_TLV,,20.5,,,381,645
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,ED_MDIA_M_TLV,,42.0,,,1142,651
EMMUS 2012,2012,Sud,412008,oui,ED_MDIA_M_TLV,,24.6,,,608,675
EMMUS 2012,2012,Sud-Est,412003,oui,ED_MDIA_M_TLV,,14.2,,,380,566
EMMUS 2016,2016,Aire métropolitaine,412001,oui,ED_MDIA_M_TLV,,79.3,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,ED_MDIA_M_TLV,,31.5,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,ED_MDIA_M_TLV,,39.8,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,ED_MDIA_M_TLV,,19.1,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_TLV,,19.0,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,ED_MDIA_M_TLV,,18.7,,,285,600
EMMUS 2016,2016,Nord,412004,oui,ED_MDIA_M_TLV,,43.9,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,ED_MDIA_M_TLV,,47.7,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,ED_MDIA_M_TLV,,28.8,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,ED_MDIA_M_TLV,,33.8,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,ED_MDIA_M_TLV,,23.2,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,ED_MDIA_M_TLV,,23.4,,,441,597
EMMUS 2000,2000,Aire métropolitaine,412001,oui,ED_MDIA_M_UNW,,374.0,,,742,
EMMUS 2000,2000,Artibonite,412006,oui,ED_MDIA_M_UNW,,242.0,,,473,
EMMUS 2000,2000,Centre,412007,oui,ED_MDIA_M_UNW,,192.0,,,191,
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_UNW,,313.0,,,185,
EMMUS 2000,2000,Nord,412004,oui,ED_MDIA_M_UNW,,347.0,,,241,
EMMUS 2000,2000,Nord-Est,412005,oui,ED_MDIA_M_UNW,,236.0,,,91,
EMMUS 2000,2000,Nord-Ouest,412012,oui,ED_MDIA_M_UNW,,240.0,,,120,
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,ED_MDIA_M_UNW,,338.0,,,418,
EMMUS 2000,2000,Sud,412008,oui,ED_MDIA_M_UNW,,293.0,,,206,
EMMUS 2000,2000,Sud-Est,412003,oui,ED_MDIA_M_UNW,,246.0,,,141,
EMMUS 2006,2006,Aire métropolitaine,412001,oui,ED_MDIA_M_UNW,,616.0,,,1016,
EMMUS 2006,2006,Artibonite,412006,oui,ED_MDIA_M_UNW,,415.0,,,754,
EMMUS 2006,2006,Centre,412007,oui,ED_MDIA_M_UNW,,358.0,,,331,
EMMUS 2006,2006,Grand'Anse,412010,oui,ED_MDIA_M_UNW,,396.0,,,179,
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_UNW,,720.0,,,287,
EMMUS 2006,2006,Nippes,412011,oui,ED_MDIA_M_UNW,,324.0,,,109,
EMMUS 2006,2006,Nord,412004,oui,ED_MDIA_M_UNW,,371.0,,,385,
EMMUS 2006,2006,Nord-Est,412005,oui,ED_MDIA_M_UNW,,382.0,,,146,
EMMUS 2006,2006,Nord-Ouest,412012,oui,ED_MDIA_M_UNW,,378.0,,,233,
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,ED_MDIA_M_UNW,,416.0,,,758,
EMMUS 2006,2006,Sud,412008,oui,ED_MDIA_M_UNW,,384.0,,,299,
EMMUS 2006,2006,Sud-Est,412003,oui,ED_MDIA_M_UNW,,346.0,,,227,
EMMUS 2012,2012,Aire métropolitaine,412001,oui,ED_MDIA_M_UNW,,1264.0,,,2108,
EMMUS 2012,2012,Artibonite,412006,oui,ED_MDIA_M_UNW,,713.0,,,1306,
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,ED_MDIA_M_UNW,,683.0,,,325,
EMMUS 2012,2012,Centre,412007,oui,ED_MDIA_M_UNW,,626.0,,,501,
EMMUS 2012,2012,Grand'Anse,412010,oui,ED_MDIA_M_UNW,,630.0,,,322,
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_UNW,,1201.0,,,598,
EMMUS 2012,2012,Nippes,412011,oui,ED_MDIA_M_UNW,,571.0,,,276,
EMMUS 2012,2012,Nord,412004,oui,ED_MDIA_M_UNW,,766.0,,,809,
EMMUS 2012,2012,Nord-Est,412005,oui,ED_MDIA_M_UNW,,586.0,,,277,
EMMUS 2012,2012,Nord-Ouest,412012,oui,ED_MDIA_M_UNW,,645.0,,,381,
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,ED_MDIA_M_UNW,,651.0,,,1142,
EMMUS 2012,2012,Sud,412008,oui,ED_MDIA_M_UNW,,675.0,,,608,
EMMUS 2012,2012,Sud-Est,412003,oui,ED_MDIA_M_UNW,,566.0,,,380,
EMMUS 2016,2016,Aire métropolitaine,412001,oui,ED_MDIA_M_UNW,,1109.0,,,2055,
EMMUS 2016,2016,Artibonite,412006,oui,ED_MDIA_M_UNW,,895.0,,,1119,
EMMUS 2016,2016,Centre,412007,oui,ED_MDIA_M_UNW,,616.0,,,536,
EMMUS 2016,2016,Grand'Anse,412010,oui,ED_MDIA_M_UNW,,680.0,,,379,
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_M_UNW,,1280.0,,,664,
EMMUS 2016,2016,Nippes,412011,oui,ED_MDIA_M_UNW,,600.0,,,285,
EMMUS 2016,2016,Nord,412004,oui,ED_MDIA_M_UNW,,727.0,,,821,
EMMUS 2016,2016,Nord-Est,412005,oui,ED_MDIA_M_UNW,,578.0,,,286,
EMMUS 2016,2016,Nord-Ouest,412012,oui,ED_MDIA_M_UNW,,828.0,,,421,
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,ED_MDIA_M_UNW,,720.0,,,1224,
EMMUS 2016,2016,Sud,412008,oui,ED_MDIA_M_UNW,,723.0,,,616,
EMMUS 2016,2016,Sud-Est,412003,oui,ED_MDIA_M_UNW,,597.0,,,441,
EMMUS 2000,2000,Aire métropolitaine,412001,oui,ED_MDIA_W_3MD,,30.3,,,3464,1717
EMMUS 2000,2000,Artibonite,412006,oui,ED_MDIA_W_3MD,,3.6,,,1507,953
EMMUS 2000,2000,Centre,412007,oui,ED_MDIA_W_3MD,,2.2,,,704,718
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_W_3MD,,3.1,,,512,901
EMMUS 2000,2000,Nord,412004,oui,ED_MDIA_W_3MD,,12.2,,,852,1228
EMMUS 2000,2000,Nord-Est,412005,oui,ED_MDIA_W_3MD,,1.5,,,357,884
EMMUS 2000,2000,Nord-Ouest,412012,oui,ED_MDIA_W_3MD,,3.4,,,381,784
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,ED_MDIA_W_3MD,,5.6,,,1195,1120
EMMUS 2000,2000,Sud,412008,oui,ED_MDIA_W_3MD,,10.0,,,688,1002
EMMUS 2000,2000,Sud-Est,412003,oui,ED_MDIA_W_3MD,,1.7,,,500,852
EMMUS 2006,2006,Aire métropolitaine,412001,oui,ED_MDIA_W_3MD,,34.7,,,2773,1810
EMMUS 2006,2006,Artibonite,412006,oui,ED_MDIA_W_3MD,,5.5,,,1654,939
EMMUS 2006,2006,Centre,412007,oui,ED_MDIA_W_3MD,,2.8,,,811,866
EMMUS 2006,2006,Grand'Anse,412010,oui,ED_MDIA_W_3MD,,6.5,,,355,794
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,ED_MDIA_W_3MD,,4.9,,,588,1521
EMMUS 2006,2006,Nippes,412011,oui,ED_MDIA_W_3MD,,2.5,,,232,727
EMMUS 2006,2006,Nord,412004,oui,ED_MDIA_W_3MD,,9.8,,,1036,1033
EMMUS 2006,2006,Nord-Est,412005,oui,ED_MDIA_W_3MD,,1.9,,,339,918
EMMUS 2006,2006,Nord-Ouest,412012,oui,ED_MDIA_W_3MD,,4.0,,,593,1012
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,ED_MDIA_W_3MD,,11.3,,,1808,1014
EMMUS 2006,2006,Sud,412008,oui,ED_MDIA_W_3MD,,7.9,,,669,861
EMMUS 2006,2006,Sud-Est,412003,oui,ED_MDIA_W_3MD,,3.1,,,487,783
EMMUS 2012,2012,Aire métropolitaine,412001,oui,ED_MDIA_W_3MD,,21.3,,,3682,2361
EMMUS 2012,2012,Artibonite,412006,oui,ED_MDIA_W_3MD,,6.8,,,2040,1146
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,ED_MDIA_W_3MD,,8.8,,,541,1203
EMMUS 2012,2012,Centre,412007,oui,ED_MDIA_W_3MD,,4.4,,,835,1033
EMMUS 2012,2012,Grand'Anse,412010,oui,ED_MDIA_W_3MD,,2.8,,,462,886
