enquete,annee,region,pcode_region_enquete,cartographiable,indicateur_id,precision_source,valeur,ic_bas,ic_haut,denominateur_pondere,denominateur_brut
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,MA_AAFM_W_M45,,20.4,,,,
EMMUS 2012,2012,Sud,412008,oui,MA_AAFM_W_M45,,21.9,,,,
EMMUS 2012,2012,Sud-Est,412003,oui,MA_AAFM_W_M45,,20.4,,,,
EMMUS 2016,2016,Aire métropolitaine,412001,oui,MA_AAFM_W_M45,,22.1,,,,
EMMUS 2016,2016,Artibonite,412006,oui,MA_AAFM_W_M45,,22.3,,,,
EMMUS 2016,2016,Centre,412007,oui,MA_AAFM_W_M45,,20.4,,,,
EMMUS 2016,2016,Grand'Anse,412010,oui,MA_AAFM_W_M45,,21.7,,,,
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,MA_AAFM_W_M45,,21.9,,,,
EMMUS 2016,2016,Nippes,412011,oui,MA_AAFM_W_M45,,23.1,,,,
EMMUS 2016,2016,Nord,412004,oui,MA_AAFM_W_M45,,22.2,,,,
EMMUS 2016,2016,Nord-Est,412005,oui,MA_AAFM_W_M45,,22.3,,,,
EMMUS 2016,2016,Nord-Ouest,412012,oui,MA_AAFM_W_M45,,21.4,,,,
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,MA_AAFM_W_M45,,22.6,,,,
EMMUS 2016,2016,Sud,412008,oui,MA_AAFM_W_M45,,23.9,,,,
EMMUS 2016,2016,Sud-Est,412003,oui,MA_AAFM_W_M45,,22.0,,,,
EMMUS 2000,2000,Aire métropolitaine,412001,oui,MA_ADIF_W_MIS,,0.8,,,350,180
EMMUS 2000,2000,Artibonite,412006,oui,MA_ADIF_W_MIS,,0.0,,,270,152
EMMUS 2000,2000,Centre,412007,oui,MA_ADIF_W_MIS,,0.3,,,154,152
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_MIS,,0.0,,,58,106
EMMUS 2000,2000,Nord,412004,oui,MA_ADIF_W_MIS,,0.0,,,117,164
EMMUS 2000,2000,Nord-Est,412005,oui,MA_ADIF_W_MIS,,0.0,,,37,94
EMMUS 2000,2000,Nord-Ouest,412012,oui,MA_ADIF_W_MIS,,0.0,,,41,88
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,MA_ADIF_W_MIS,,0.6,,,156,144
EMMUS 2000,2000,Sud,412008,oui,MA_ADIF_W_MIS,,0.0,,,86,119
EMMUS 2000,2000,Sud-Est,412003,oui,MA_ADIF_W_MIS,,0.0,,,64,99
EMMUS 2006,2006,Aire métropolitaine,412001,oui,MA_ADIF_W_MIS,,0.3,,,409,265
EMMUS 2006,2006,Artibonite,412006,oui,MA_ADIF_W_MIS,,1.0,,,235,129
EMMUS 2006,2006,Centre,412007,oui,MA_ADIF_W_MIS,,0.0,,,123,126
EMMUS 2006,2006,Grand'Anse,412010,oui,MA_ADIF_W_MIS,,0.0,,,43,98
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_MIS,,0.2,,,82,225
EMMUS 2006,2006,Nippes,412011,oui,MA_ADIF_W_MIS,,0.5,,,38,127
EMMUS 2006,2006,Nord,412004,oui,MA_ADIF_W_MIS,,0.6,,,136,136
EMMUS 2006,2006,Nord-Est,412005,oui,MA_ADIF_W_MIS,,0.0,,,52,140
EMMUS 2006,2006,Nord-Ouest,412012,oui,MA_ADIF_W_MIS,,0.7,,,79,133
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,MA_ADIF_W_MIS,,0.0,,,249,150
EMMUS 2006,2006,Sud,412008,oui,MA_ADIF_W_MIS,,0.0,,,89,122
EMMUS 2006,2006,Sud-Est,412003,oui,MA_ADIF_W_MIS,,0.0,,,71,111
EMMUS 2012,2012,Aire métropolitaine,412001,oui,MA_ADIF_W_MIS,,0.9,,,412,250
EMMUS 2012,2012,Artibonite,412006,oui,MA_ADIF_W_MIS,,0.0,,,220,119
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,MA_ADIF_W_MIS,,0.0,,,99,227
EMMUS 2012,2012,Centre,412007,oui,MA_ADIF_W_MIS,,0.7,,,113,144
EMMUS 2012,2012,Grand'Anse,412010,oui,MA_ADIF_W_MIS,,0.8,,,53,99
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_MIS,,0.4,,,110,211
EMMUS 2012,2012,Nippes,412011,oui,MA_ADIF_W_MIS,,0.0,,,57,112
EMMUS 2012,2012,Nord,412004,oui,MA_ADIF_W_MIS,,0.0,,,144,133
EMMUS 2012,2012,Nord-Est,412005,oui,MA_ADIF_W_MIS,,0.0,,,59,122
EMMUS 2012,2012,Nord-Ouest,412012,oui,MA_ADIF_W_MIS,,0.0,,,67,118
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,MA_ADIF_W_MIS,,0.0,,,251,140
EMMUS 2012,2012,Sud,412008,oui,MA_ADIF_W_MIS,,0.0,,,112,125
EMMUS 2012,2012,Sud-Est,412003,oui,MA_ADIF_W_MIS,,0.0,,,67,97
EMMUS 2000,2000,Aire métropolitaine,412001,oui,MA_ADIF_W_NUM,,350.0,,,,180
EMMUS 2000,2000,Artibonite,412006,oui,MA_ADIF_W_NUM,,270.0,,,,152
EMMUS 2000,2000,Centre,412007,oui,MA_ADIF_W_NUM,,154.0,,,,152
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_NUM,,58.0,,,,106
EMMUS 2000,2000,Nord,412004,oui,MA_ADIF_W_NUM,,117.0,,,,164
EMMUS 2000,2000,Nord-Est,412005,oui,MA_ADIF_W_NUM,,37.0,,,,94
EMMUS 2000,2000,Nord-Ouest,412012,oui,MA_ADIF_W_NUM,,41.0,,,,88
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,MA_ADIF_W_NUM,,156.0,,,,144
EMMUS 2000,2000,Sud,412008,oui,MA_ADIF_W_NUM,,86.0,,,,119
EMMUS 2000,2000,Sud-Est,412003,oui,MA_ADIF_W_NUM,,64.0,,,,99
EMMUS 2006,2006,Aire métropolitaine,412001,oui,MA_ADIF_W_NUM,,409.0,,,,265
EMMUS 2006,2006,Artibonite,412006,oui,MA_ADIF_W_NUM,,235.0,,,,129
EMMUS 2006,2006,Centre,412007,oui,MA_ADIF_W_NUM,,123.0,,,,126
EMMUS 2006,2006,Grand'Anse,412010,oui,MA_ADIF_W_NUM,,43.0,,,,98
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_NUM,,82.0,,,,225
EMMUS 2006,2006,Nippes,412011,oui,MA_ADIF_W_NUM,,38.0,,,,127
EMMUS 2006,2006,Nord,412004,oui,MA_ADIF_W_NUM,,136.0,,,,136
EMMUS 2006,2006,Nord-Est,412005,oui,MA_ADIF_W_NUM,,52.0,,,,140
EMMUS 2006,2006,Nord-Ouest,412012,oui,MA_ADIF_W_NUM,,79.0,,,,133
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,MA_ADIF_W_NUM,,249.0,,,,150
EMMUS 2006,2006,Sud,412008,oui,MA_ADIF_W_NUM,,89.0,,,,122
EMMUS 2006,2006,Sud-Est,412003,oui,MA_ADIF_W_NUM,,71.0,,,,111
EMMUS 2012,2012,Aire métropolitaine,412001,oui,MA_ADIF_W_NUM,,412.0,,,,250
EMMUS 2012,2012,Artibonite,412006,oui,MA_ADIF_W_NUM,,220.0,,,,119
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,MA_ADIF_W_NUM,,99.0,,,,227
EMMUS 2012,2012,Centre,412007,oui,MA_ADIF_W_NUM,,113.0,,,,144
EMMUS 2012,2012,Grand'Anse,412010,oui,MA_ADIF_W_NUM,,53.0,,,,99
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_NUM,,110.0,,,,211
EMMUS 2012,2012,Nippes,412011,oui,MA_ADIF_W_NUM,,57.0,,,,112
EMMUS 2012,2012,Nord,412004,oui,MA_ADIF_W_NUM,,144.0,,,,133
EMMUS 2012,2012,Nord-Est,412005,oui,MA_ADIF_W_NUM,,59.0,,,,122
EMMUS 2012,2012,Nord-Ouest,412012,oui,MA_ADIF_W_NUM,,67.0,,,,118
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,MA_ADIF_W_NUM,,251.0,,,,140
EMMUS 2012,2012,Sud,412008,oui,MA_ADIF_W_NUM,,112.0,,,,125
EMMUS 2012,2012,Sud-Est,412003,oui,MA_ADIF_W_NUM,,67.0,,,,97
EMMUS 2016,2016,Aire métropolitaine,412001,oui,MA_ADIF_W_NUM,,221.0,,,,133
EMMUS 2016,2016,Artibonite,412006,oui,MA_ADIF_W_NUM,,221.0,,,,177
EMMUS 2016,2016,Centre,412007,oui,MA_ADIF_W_NUM,,109.0,,,,138
EMMUS 2016,2016,Grand'Anse,412010,oui,MA_ADIF_W_NUM,,51.0,,,,97
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_NUM,,95.0,,,,183
EMMUS 2016,2016,Nippes,412011,oui,MA_ADIF_W_NUM,,44.0,,,,86
EMMUS 2016,2016,Nord,412004,oui,MA_ADIF_W_NUM,,142.0,,,,134
EMMUS 2016,2016,Nord-Est,412005,oui,MA_ADIF_W_NUM,,56.0,,,,112
EMMUS 2016,2016,Nord-Ouest,412012,oui,MA_ADIF_W_NUM,,62.0,,,,127
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,MA_ADIF_W_NUM,,238.0,,,,133
EMMUS 2016,2016,Sud,412008,oui,MA_ADIF_W_NUM,,74.0,,,,93
EMMUS 2016,2016,Sud-Est,412003,oui,MA_ADIF_W_NUM,,73.0,,,,92
EMMUS 2000,2000,Aire métropolitaine,412001,oui,MA_ADIF_W_O01,,27.7,,,350,180
EMMUS 2000,2000,Artibonite,412006,oui,MA_ADIF_W_O01,,22.5,,,270,152
EMMUS 2000,2000,Centre,412007,oui,MA_ADIF_W_O01,,22.0,,,154,152
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O01,,37.7,,,58,106
EMMUS 2000,2000,Nord,412004,oui,MA_ADIF_W_O01,,52.4,,,117,164
EMMUS 2000,2000,Nord-Est,412005,oui,MA_ADIF_W_O01,,33.0,,,37,94
EMMUS 2000,2000,Nord-Ouest,412012,oui,MA_ADIF_W_O01,,38.3,,,41,88
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,MA_ADIF_W_O01,,28.8,,,156,144
EMMUS 2000,2000,Sud,412008,oui,MA_ADIF_W_O01,,33.5,,,86,119
EMMUS 2000,2000,Sud-Est,412003,oui,MA_ADIF_W_O01,,33.1,,,64,99
EMMUS 2006,2006,Aire métropolitaine,412001,oui,MA_ADIF_W_O01,,35.7,,,409,265
EMMUS 2006,2006,Artibonite,412006,oui,MA_ADIF_W_O01,,40.4,,,235,129
EMMUS 2006,2006,Centre,412007,oui,MA_ADIF_W_O01,,45.6,,,123,126
EMMUS 2006,2006,Grand'Anse,412010,oui,MA_ADIF_W_O01,,34.2,,,43,98
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O01,,33.7,,,82,225
EMMUS 2006,2006,Nippes,412011,oui,MA_ADIF_W_O01,,33.1,,,38,127
EMMUS 2006,2006,Nord,412004,oui,MA_ADIF_W_O01,,38.9,,,136,136
EMMUS 2006,2006,Nord-Est,412005,oui,MA_ADIF_W_O01,,36.2,,,52,140
EMMUS 2006,2006,Nord-Ouest,412012,oui,MA_ADIF_W_O01,,43.6,,,79,133
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,MA_ADIF_W_O01,,31.9,,,249,150
EMMUS 2006,2006,Sud,412008,oui,MA_ADIF_W_O01,,37.6,,,89,122
EMMUS 2006,2006,Sud-Est,412003,oui,MA_ADIF_W_O01,,36.1,,,71,111
EMMUS 2012,2012,Aire métropolitaine,412001,oui,MA_ADIF_W_O01,,33.3,,,412,250
EMMUS 2012,2012,Artibonite,412006,oui,MA_ADIF_W_O01,,38.7,,,220,119
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,MA_ADIF_W_O01,,29.4,,,99,227
EMMUS 2012,2012,Centre,412007,oui,MA_ADIF_W_O01,,40.1,,,113,144
EMMUS 2012,2012,Grand'Anse,412010,oui,MA_ADIF_W_O01,,29.4,,,53,99
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O01,,25.1,,,110,211
EMMUS 2012,2012,Nippes,412011,oui,MA_ADIF_W_O01,,21.2,,,57,112
EMMUS 2012,2012,Nord,412004,oui,MA_ADIF_W_O01,,38.7,,,144,133
EMMUS 2012,2012,Nord-Est,412005,oui,MA_ADIF_W_O01,,34.9,,,59,122
EMMUS 2012,2012,Nord-Ouest,412012,oui,MA_ADIF_W_O01,,45.7,,,67,118
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,MA_ADIF_W_O01,,42.0,,,251,140
EMMUS 2012,2012,Sud,412008,oui,MA_ADIF_W_O01,,35.0,,,112,125
EMMUS 2012,2012,Sud-Est,412003,oui,MA_ADIF_W_O01,,28.8,,,67,97
EMMUS 2016,2016,Aire métropolitaine,412001,oui,MA_ADIF_W_O01,,30.2,,,221,133
EMMUS 2016,2016,Artibonite,412006,oui,MA_ADIF_W_O01,,32.1,,,221,177
EMMUS 2016,2016,Centre,412007,oui,MA_ADIF_W_O01,,35.4,,,109,138
EMMUS 2016,2016,Grand'Anse,412010,oui,MA_ADIF_W_O01,,33.1,,,51,97
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O01,,29.1,,,95,183
EMMUS 2016,2016,Nippes,412011,oui,MA_ADIF_W_O01,,24.6,,,44,86
EMMUS 2016,2016,Nord,412004,oui,MA_ADIF_W_O01,,33.6,,,142,134
EMMUS 2016,2016,Nord-Est,412005,oui,MA_ADIF_W_O01,,40.4,,,56,112
EMMUS 2016,2016,Nord-Ouest,412012,oui,MA_ADIF_W_O01,,41.5,,,62,127
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,MA_ADIF_W_O01,,30.3,,,238,133
EMMUS 2016,2016,Sud,412008,oui,MA_ADIF_W_O01,,35.7,,,74,93
EMMUS 2016,2016,Sud-Est,412003,oui,MA_ADIF_W_O01,,31.7,,,73,92
EMMUS 2000,2000,Aire métropolitaine,412001,oui,MA_ADIF_W_O05,,40.2,,,350,180
EMMUS 2000,2000,Artibonite,412006,oui,MA_ADIF_W_O05,,42.6,,,270,152
EMMUS 2000,2000,Centre,412007,oui,MA_ADIF_W_O05,,49.8,,,154,152
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O05,,34.4,,,58,106
EMMUS 2000,2000,Nord,412004,oui,MA_ADIF_W_O05,,27.3,,,117,164
EMMUS 2000,2000,Nord-Est,412005,oui,MA_ADIF_W_O05,,30.2,,,37,94
EMMUS 2000,2000,Nord-Ouest,412012,oui,MA_ADIF_W_O05,,28.9,,,41,88
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,MA_ADIF_W_O05,,39.5,,,156,144
EMMUS 2000,2000,Sud,412008,oui,MA_ADIF_W_O05,,29.5,,,86,119
EMMUS 2000,2000,Sud-Est,412003,oui,MA_ADIF_W_O05,,27.4,,,64,99
EMMUS 2006,2006,Aire métropolitaine,412001,oui,MA_ADIF_W_O05,,37.7,,,409,265
EMMUS 2006,2006,Artibonite,412006,oui,MA_ADIF_W_O05,,33.4,,,235,129
EMMUS 2006,2006,Centre,412007,oui,MA_ADIF_W_O05,,33.6,,,123,126
EMMUS 2006,2006,Grand'Anse,412010,oui,MA_ADIF_W_O05,,37.0,,,43,98
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O05,,39.2,,,82,225
EMMUS 2006,2006,Nippes,412011,oui,MA_ADIF_W_O05,,41.7,,,38,127
EMMUS 2006,2006,Nord,412004,oui,MA_ADIF_W_O05,,37.4,,,136,136
EMMUS 2006,2006,Nord-Est,412005,oui,MA_ADIF_W_O05,,35.5,,,52,140
EMMUS 2006,2006,Nord-Ouest,412012,oui,MA_ADIF_W_O05,,35.4,,,79,133
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,MA_ADIF_W_O05,,39.4,,,249,150
EMMUS 2006,2006,Sud,412008,oui,MA_ADIF_W_O05,,43.5,,,89,122
EMMUS 2006,2006,Sud-Est,412003,oui,MA_ADIF_W_O05,,31.4,,,71,111
EMMUS 2012,2012,Aire métropolitaine,412001,oui,MA_ADIF_W_O05,,39.8,,,412,250
EMMUS 2012,2012,Artibonite,412006,oui,MA_ADIF_W_O05,,38.0,,,220,119
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,MA_ADIF_W_O05,,35.4,,,99,227
EMMUS 2012,2012,Centre,412007,oui,MA_ADIF_W_O05,,31.2,,,113,144
EMMUS 2012,2012,Grand'Anse,412010,oui,MA_ADIF_W_O05,,33.9,,,53,99
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O05,,42.6,,,110,211
EMMUS 2012,2012,Nippes,412011,oui,MA_ADIF_W_O05,,50.7,,,57,112
EMMUS 2012,2012,Nord,412004,oui,MA_ADIF_W_O05,,32.5,,,144,133
EMMUS 2012,2012,Nord-Est,412005,oui,MA_ADIF_W_O05,,44.0,,,59,122
EMMUS 2012,2012,Nord-Ouest,412012,oui,MA_ADIF_W_O05,,28.2,,,67,118
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,MA_ADIF_W_O05,,38.8,,,251,140
EMMUS 2012,2012,Sud,412008,oui,MA_ADIF_W_O05,,35.2,,,112,125
EMMUS 2012,2012,Sud-Est,412003,oui,MA_ADIF_W_O05,,41.2,,,67,97
EMMUS 2016,2016,Aire métropolitaine,412001,oui,MA_ADIF_W_O05,,32.9,,,221,133
EMMUS 2016,2016,Artibonite,412006,oui,MA_ADIF_W_O05,,45.5,,,221,177
EMMUS 2016,2016,Centre,412007,oui,MA_ADIF_W_O05,,37.6,,,109,138
EMMUS 2016,2016,Grand'Anse,412010,oui,MA_ADIF_W_O05,,35.0,,,51,97
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O05,,41.8,,,95,183
EMMUS 2016,2016,Nippes,412011,oui,MA_ADIF_W_O05,,49.7,,,44,86
EMMUS 2016,2016,Nord,412004,oui,MA_ADIF_W_O05,,41.8,,,142,134
EMMUS 2016,2016,Nord-Est,412005,oui,MA_ADIF_W_O05,,42.5,,,56,112
EMMUS 2016,2016,Nord-Ouest,412012,oui,MA_ADIF_W_O05,,32.5,,,62,127
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,MA_ADIF_W_O05,,42.8,,,238,133
EMMUS 2016,2016,Sud,412008,oui,MA_ADIF_W_O05,,37.0,,,74,93
EMMUS 2016,2016,Sud-Est,412003,oui,MA_ADIF_W_O05,,36.1,,,73,92
EMMUS 2000,2000,Aire métropolitaine,412001,oui,MA_ADIF_W_O10,,28.1,,,350,180
EMMUS 2000,2000,Artibonite,412006,oui,MA_ADIF_W_O10,,29.8,,,270,152
EMMUS 2000,2000,Centre,412007,oui,MA_ADIF_W_O10,,25.3,,,154,152
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O10,,23.2,,,58,106
EMMUS 2000,2000,Nord,412004,oui,MA_ADIF_W_O10,,15.5,,,117,164
EMMUS 2000,2000,Nord-Est,412005,oui,MA_ADIF_W_O10,,33.9,,,37,94
EMMUS 2000,2000,Nord-Ouest,412012,oui,MA_ADIF_W_O10,,21.0,,,41,88
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,MA_ADIF_W_O10,,23.9,,,156,144
EMMUS 2000,2000,Sud,412008,oui,MA_ADIF_W_O10,,29.7,,,86,119
EMMUS 2000,2000,Sud-Est,412003,oui,MA_ADIF_W_O10,,32.9,,,64,99
EMMUS 2006,2006,Aire métropolitaine,412001,oui,MA_ADIF_W_O10,,18.8,,,409,265
EMMUS 2006,2006,Artibonite,412006,oui,MA_ADIF_W_O10,,17.0,,,235,129
EMMUS 2006,2006,Centre,412007,oui,MA_ADIF_W_O10,,18.8,,,123,126
EMMUS 2006,2006,Grand'Anse,412010,oui,MA_ADIF_W_O10,,22.8,,,43,98
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O10,,20.8,,,82,225
EMMUS 2006,2006,Nippes,412011,oui,MA_ADIF_W_O10,,18.6,,,38,127
EMMUS 2006,2006,Nord,412004,oui,MA_ADIF_W_O10,,19.0,,,136,136
EMMUS 2006,2006,Nord-Est,412005,oui,MA_ADIF_W_O10,,20.3,,,52,140
EMMUS 2006,2006,Nord-Ouest,412012,oui,MA_ADIF_W_O10,,9.9,,,79,133
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,MA_ADIF_W_O10,,16.6,,,249,150
EMMUS 2006,2006,Sud,412008,oui,MA_ADIF_W_O10,,18.2,,,89,122
EMMUS 2006,2006,Sud-Est,412003,oui,MA_ADIF_W_O10,,22.0,,,71,111
EMMUS 2012,2012,Aire métropolitaine,412001,oui,MA_ADIF_W_O10,,20.8,,,412,250
EMMUS 2012,2012,Artibonite,412006,oui,MA_ADIF_W_O10,,16.4,,,220,119
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,MA_ADIF_W_O10,,25.4,,,99,227
EMMUS 2012,2012,Centre,412007,oui,MA_ADIF_W_O10,,20.4,,,113,144
EMMUS 2012,2012,Grand'Anse,412010,oui,MA_ADIF_W_O10,,24.0,,,53,99
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O10,,25.0,,,110,211
EMMUS 2012,2012,Nippes,412011,oui,MA_ADIF_W_O10,,26.0,,,57,112
EMMUS 2012,2012,Nord,412004,oui,MA_ADIF_W_O10,,21.8,,,144,133
EMMUS 2012,2012,Nord-Est,412005,oui,MA_ADIF_W_O10,,14.6,,,59,122
EMMUS 2012,2012,Nord-Ouest,412012,oui,MA_ADIF_W_O10,,17.5,,,67,118
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,MA_ADIF_W_O10,,14.5,,,251,140
EMMUS 2012,2012,Sud,412008,oui,MA_ADIF_W_O10,,24.5,,,112,125
EMMUS 2012,2012,Sud-Est,412003,oui,MA_ADIF_W_O10,,22.9,,,67,97
EMMUS 2016,2016,Aire métropolitaine,412001,oui,MA_ADIF_W_O10,,30.8,,,221,133
EMMUS 2016,2016,Artibonite,412006,oui,MA_ADIF_W_O10,,19.1,,,221,177
EMMUS 2016,2016,Centre,412007,oui,MA_ADIF_W_O10,,21.7,,,109,138
EMMUS 2016,2016,Grand'Anse,412010,oui,MA_ADIF_W_O10,,30.6,,,51,97
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_O10,,25.9,,,95,183
EMMUS 2016,2016,Nippes,412011,oui,MA_ADIF_W_O10,,20.4,,,44,86
EMMUS 2016,2016,Nord,412004,oui,MA_ADIF_W_O10,,18.3,,,142,134
EMMUS 2016,2016,Nord-Est,412005,oui,MA_ADIF_W_O10,,14.4,,,56,112
EMMUS 2016,2016,Nord-Ouest,412012,oui,MA_ADIF_W_O10,,18.6,,,62,127
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,MA_ADIF_W_O10,,18.1,,,238,133
EMMUS 2016,2016,Sud,412008,oui,MA_ADIF_W_O10,,23.9,,,74,93
EMMUS 2016,2016,Sud-Est,412003,oui,MA_ADIF_W_O10,,21.6,,,73,92
EMMUS 2000,2000,Aire métropolitaine,412001,oui,MA_ADIF_W_SAM,,2.4,,,350,180
EMMUS 2000,2000,Artibonite,412006,oui,MA_ADIF_W_SAM,,2.7,,,270,152
EMMUS 2000,2000,Centre,412007,oui,MA_ADIF_W_SAM,,1.5,,,154,152
EMMUS 2000,2000,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_SAM,,4.8,,,58,106
EMMUS 2000,2000,Nord,412004,oui,MA_ADIF_W_SAM,,3.7,,,117,164
EMMUS 2000,2000,Nord-Est,412005,oui,MA_ADIF_W_SAM,,0.0,,,37,94
EMMUS 2000,2000,Nord-Ouest,412012,oui,MA_ADIF_W_SAM,,2.5,,,41,88
EMMUS 2000,2000,Reste de l'Ouest,412002,oui,MA_ADIF_W_SAM,,3.5,,,156,144
EMMUS 2000,2000,Sud,412008,oui,MA_ADIF_W_SAM,,3.8,,,86,119
EMMUS 2000,2000,Sud-Est,412003,oui,MA_ADIF_W_SAM,,2.0,,,64,99
EMMUS 2006,2006,Aire métropolitaine,412001,oui,MA_ADIF_W_SAM,,3.7,,,409,265
EMMUS 2006,2006,Artibonite,412006,oui,MA_ADIF_W_SAM,,5.9,,,235,129
EMMUS 2006,2006,Centre,412007,oui,MA_ADIF_W_SAM,,0.4,,,123,126
EMMUS 2006,2006,Grand'Anse,412010,oui,MA_ADIF_W_SAM,,4.0,,,43,98
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_SAM,,3.4,,,82,225
EMMUS 2006,2006,Nippes,412011,oui,MA_ADIF_W_SAM,,2.8,,,38,127
EMMUS 2006,2006,Nord,412004,oui,MA_ADIF_W_SAM,,3.6,,,136,136
EMMUS 2006,2006,Nord-Est,412005,oui,MA_ADIF_W_SAM,,5.9,,,52,140
EMMUS 2006,2006,Nord-Ouest,412012,oui,MA_ADIF_W_SAM,,4.4,,,79,133
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,MA_ADIF_W_SAM,,7.2,,,249,150
EMMUS 2006,2006,Sud,412008,oui,MA_ADIF_W_SAM,,0.7,,,89,122
EMMUS 2006,2006,Sud-Est,412003,oui,MA_ADIF_W_SAM,,7.6,,,71,111
EMMUS 2012,2012,Aire métropolitaine,412001,oui,MA_ADIF_W_SAM,,2.4,,,412,250
EMMUS 2012,2012,Artibonite,412006,oui,MA_ADIF_W_SAM,,6.9,,,220,119
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,MA_ADIF_W_SAM,,3.6,,,99,227
EMMUS 2012,2012,Centre,412007,oui,MA_ADIF_W_SAM,,5.4,,,113,144
EMMUS 2012,2012,Grand'Anse,412010,oui,MA_ADIF_W_SAM,,3.9,,,53,99
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_SAM,,2.4,,,110,211
EMMUS 2012,2012,Nippes,412011,oui,MA_ADIF_W_SAM,,1.0,,,57,112
EMMUS 2012,2012,Nord,412004,oui,MA_ADIF_W_SAM,,4.3,,,144,133
EMMUS 2012,2012,Nord-Est,412005,oui,MA_ADIF_W_SAM,,3.9,,,59,122
EMMUS 2012,2012,Nord-Ouest,412012,oui,MA_ADIF_W_SAM,,5.1,,,67,118
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,MA_ADIF_W_SAM,,3.6,,,251,140
EMMUS 2012,2012,Sud,412008,oui,MA_ADIF_W_SAM,,3.2,,,112,125
EMMUS 2012,2012,Sud-Est,412003,oui,MA_ADIF_W_SAM,,3.6,,,67,97
EMMUS 2016,2016,Aire métropolitaine,412001,oui,MA_ADIF_W_SAM,,2.9,,,221,133
EMMUS 2016,2016,Artibonite,412006,oui,MA_ADIF_W_SAM,,1.5,,,221,177
EMMUS 2016,2016,Centre,412007,oui,MA_ADIF_W_SAM,,3.2,,,109,138
EMMUS 2016,2016,Grand'Anse,412010,oui,MA_ADIF_W_SAM,,0.0,,,51,97
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,MA_ADIF_W_SAM,,0.6,,,95,183
EMMUS 2016,2016,Nippes,412011,oui,MA_ADIF_W_SAM,,1.4,,,44,86
