banque,est_un_agregat,trimestre,date_reference,section,indicateur,nature,periode_libelle,valeur,provisoire,fichier_source,source_id,source,licence,attribution,date_extraction
Banque Populaire Haïtienne,non,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),-0.2630201,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.05241107,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.22294618,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.34262337,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.10913183,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00772246,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.20349141,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.10523244,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T2,2023-06-30,Rentabilité,ROE (rendement de l'avoir des actionn.),flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.1089568,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.07606489,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.01533324,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.12225722,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.15604443,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.24633019,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.10201799,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.10017092,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.1179994,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.10546589,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts,flux annualisé sur la période,TRIM 3 2023     (avri-juin 2023),0.10590357,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.09776144,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.15886923,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.15075517,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.16706352,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.24633019,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.11576649,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.11240198,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.13293487,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.11972039,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T2,2023-06-30,Rentabilité,Rendement moyen des prêts productifs,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.11234123,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.89428962,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.82353983,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.79243632,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.82626526,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.96531483,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.85262332,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.84134179,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.75793513,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.8517486,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T2,2023-06-30,Rentabilité,Revenus nets d'intérêt en % des revenus d'intérêt,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.85352451,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00644239,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00870276,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.0115489,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.01112314,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00065474,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00673715,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00578705,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.02196658,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00690068,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2023-T2,2023-06-30,Rentabilité,Rémunération moyenne des dépôts,flux annualisé sur la période,TRIM 3 2023     (avril-juin 2023),0.00607169,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.09001178,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,-0.06601735,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.06497526,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.09978227,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.06866044,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.07738037,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.06721522,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2023-T2,2023-06-30,Structure financière,Avoirs des actionnaires en % de l'actif,état à une date,Au 30 juin 2023,0.0830915,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
